id,Period,Data_value,Series_title_2
3449,2004.12,147636460.0,Debit
3450,2005.03,140176432.0,Debit
3451,2005.06,146113017.0,Debit
3452,2005.09,150747391.0,Debit
3453,2005.12,161404839.0,Debit
3454,2006.03,152507513.0,Debit
3455,2006.06,158693589.0,Debit
3456,2006.09,163324953.0,Debit
3457,2006.12,175484663.0,Debit
3458,2007.03,168639442.0,Debit
3459,2007.06,175639292.0,Debit
3460,2007.09,180511068.0,Debit
3461,2007.12,193989344.0,Debit
3462,2008.03,184599824.0,Debit
3463,2008.06,188086801.0,Debit
3464,2008.09,191920041.0,Debit
3465,2008.12,207720272.0,Debit
3466,2009.03,194700582.0,Debit
3467,2009.06,202259120.0,Debit
3468,2009.09,208065472.0,Debit
3469,2009.12,220803948.0,Debit
3470,2010.03,209411544.0,Debit
3471,2010.06,214372883.0,Debit
3472,2010.09,220574636.0,Debit
3473,2010.12,237803698.0,Debit
3474,2011.03,221893689.0,Debit
3475,2011.06,228065136.0,Debit
3476,2011.09,233728377.0,Debit
3477,2011.12,247193363.0,Debit
3478,2012.03,235056586.0,Debit
3479,2012.06,237997947.0,Debit
3480,2012.09,243796890.0,Debit
3481,2012.12,258625622.0,Debit
3482,2013.03,242954335.0,Debit
3483,2013.06,248923748.0,Debit
3484,2013.09,254168346.0,Debit
3485,2013.12,270001356.0,Debit
3486,2014.03,253180693.0,Debit
3487,2014.06,260628872.0,Debit
3488,2014.09,262954886.0,Debit
3489,2014.12,278161853.0,Debit
3490,2015.03,262028307.0,Debit
3491,2015.06,265507961.0,Debit
3492,2015.09,268655020.0,Debit
3493,2015.12,283495423.0,Debit
3494,2016.03,266050143.0,Debit
3495,2016.06,270651679.0,Debit
3496,2016.09,270068229.0,Debit
3497,2016.12,283444978.0,Debit
3498,2017.03,260103836.0,Debit
3499,2017.06,262742725.0,Debit
3500,2017.09,262914937.0,Debit
3501,2017.12,278636369.0,Debit
3502,2018.03,256118495.0,Debit
3503,2018.06,257223484.0,Debit
3504,2018.09,259346452.0,Debit
3505,2018.12,271370517.0,Debit
3506,2019.03,253946987.0,Debit
3507,2019.06,254723306.0,Debit
3508,2019.09,256289419.0,Debit
3509,2019.12,270693073.0,Debit
3510,2020.03,240170077.0,Debit
3511,2020.06,131984652.0,Debit
3512,2020.09,205752330.0,Debit
3513,2020.12,224101454.0,Debit
3514,2021.03,203654423.0,Debit
3515,2021.06,208292005.0,Debit
3516,2021.09,161410783.0,Debit
3517,2021.12,175192596.0,Debit
3518,2022.03,164849789.0,Debit
3519,2022.06,171672259.0,Debit
3520,2022.09,177045127.0,Debit
3521,2022.12,188904397.0,Debit
